OmicsProcessing	OmicsProcessing_gold_sequencing_project_identifierss	OmicsProcessing_has_input_rdf_types	OmicsProcessing_has_inputs	OmicsProcessing_has_output_rdf_types	OmicsProcessing_has_outputs	OmicsProcessing_instrument_name	OmicsProcessing_ncbi_project_name	OmicsProcessing_omics_type_rdf_types	OmicsProcessing_omics_type_terms	OmicsProcessing_omics_type_has_raw_values	OmicsProcessing_part_of_rdf_types	OmicsProcessing_part_ofs	OmicsProcessing_processing_institution	OmicsProcessing_type	OmicsProcessing_name
nmdc:omprc-11-egcgas19		nmdc:ProcessedSample	nmdc:procsm-11-4rmjff55	nmdc:DataObject	nmdc:dobj-11-bq1ys886|nmdc:dobj-11-ee6dz410	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_041-M-20200713-COMP-DNA1
nmdc:omprc-11-ehjd6y16		nmdc:ProcessedSample	nmdc:procsm-11-nef02s30	nmdc:DataObject	nmdc:dobj-11-kazdhx15|nmdc:dobj-11-q29fs512	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_010-M-20170802-COMP-DNA1
nmdc:omprc-11-ejkwcc10		nmdc:ProcessedSample	nmdc:procsm-11-ke5kpc48	nmdc:DataObject	nmdc:dobj-11-sb9vtj14|nmdc:dobj-11-tyspdg84	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_006-O-20180807-COMP-DNA1
nmdc:omprc-11-ejq79r97		nmdc:ProcessedSample	nmdc:procsm-11-z1y4xy13	nmdc:DataObject	nmdc:dobj-11-dtdt4v98|nmdc:dobj-11-x28qbm94	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_001-M-20200804-COMP-DNA1
nmdc:omprc-11-en7rcg41		nmdc:ProcessedSample	nmdc:procsm-11-defbjm74	nmdc:DataObject	nmdc:dobj-11-7mfkk344|nmdc:dobj-11-pck56e97	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JORN_042-M-20170808-COMP-DNA1
nmdc:omprc-11-et528f11		nmdc:ProcessedSample	nmdc:procsm-11-bf4gh154	nmdc:DataObject	nmdc:dobj-11-b85av540|nmdc:dobj-11-npb09140	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_005-M-20160720-COMP-DNA1
nmdc:omprc-11-ev9hw366		nmdc:ProcessedSample	nmdc:procsm-11-1pdnjm70	nmdc:DataObject	nmdc:dobj-11-0262xn28|nmdc:dobj-11-m67s9s58	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_006-M-20130726-COMP-DNA1
nmdc:omprc-11-evjjad51		nmdc:ProcessedSample	nmdc:procsm-11-78kwm871	nmdc:DataObject	nmdc:dobj-11-82rgj966|nmdc:dobj-11-qf16qy48|nmdc:dobj-11-yhdd9a02|nmdc:dobj-11-zeceg756	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_005-M-20170710-COMP-DNA1
nmdc:omprc-11-ewwwa544		nmdc:ProcessedSample	nmdc:procsm-11-7skkqk29	nmdc:DataObject	nmdc:dobj-11-nr5en143|nmdc:dobj-11-s516ap57	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_049-M-20200602-COMP-DNA1
nmdc:omprc-11-exb51h73		nmdc:ProcessedSample	nmdc:procsm-11-q67jdc89	nmdc:DataObject	nmdc:dobj-11-pc88nf96|nmdc:dobj-11-vb12nq35	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_043-M-20160727-COMP-DNA1
nmdc:omprc-11-exxbxg07		nmdc:ProcessedSample	nmdc:procsm-11-syyt5516	nmdc:DataObject	nmdc:dobj-11-c59ye182|nmdc:dobj-11-t0nc7d91	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_049-M-20170621-COMP-DNA1
nmdc:omprc-11-ey56zs60		nmdc:ProcessedSample	nmdc:procsm-11-zenmw088	nmdc:DataObject	nmdc:dobj-11-16c0gt97|nmdc:dobj-11-k0wy9s96	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_073-O-20190618-COMP-DNA1
nmdc:omprc-11-ey68nr74		nmdc:ProcessedSample	nmdc:procsm-11-mfpd0y07	nmdc:DataObject	nmdc:dobj-11-06h3vq89|nmdc:dobj-11-p38f4413	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_001-M-20190626-COMP-DNA1
nmdc:omprc-11-ey9x2h37		nmdc:ProcessedSample	nmdc:procsm-11-xhpcxe70	nmdc:DataObject	nmdc:dobj-11-8001df49|nmdc:dobj-11-r5prdy91	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_042-M-20200712-COMP-DNA1
nmdc:omprc-11-ezwz4w11		nmdc:ProcessedSample	nmdc:procsm-11-q3k8b893	nmdc:DataObject	nmdc:dobj-11-2s0g2x87|nmdc:dobj-11-2vvha957|nmdc:dobj-11-7emwcr58|nmdc:dobj-11-xvncfh07	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_031-M-20160817-COMP-DNA1
nmdc:omprc-11-f1ecqw85		nmdc:ProcessedSample	nmdc:procsm-11-d1t5rj43	nmdc:DataObject	nmdc:dobj-11-cmnzyx36|nmdc:dobj-11-pamq9129	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_003-M-20190715-COMP-DNA1
nmdc:omprc-11-f1egmv19		nmdc:ProcessedSample	nmdc:procsm-11-9vkw8626	nmdc:DataObject	nmdc:dobj-11-7sqwqq36|nmdc:dobj-11-nht54x41	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_029-M-20180710-COMP-DNA1
nmdc:omprc-11-f406z145		nmdc:ProcessedSample	nmdc:procsm-11-bz56dk24	nmdc:DataObject	nmdc:dobj-11-vmq3kh42|nmdc:dobj-11-zdvrf060	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_003-M-20160726-COMP-DNA2
nmdc:omprc-11-f52g1e95		nmdc:ProcessedSample	nmdc:procsm-11-f9452z20	nmdc:DataObject	nmdc:dobj-11-s3gdae84|nmdc:dobj-11-wbqzrr23	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_006-M-20140915-COMP-DNA1
nmdc:omprc-11-f5q8aj97		nmdc:ProcessedSample	nmdc:procsm-11-j9sy3223	nmdc:DataObject	nmdc:dobj-11-984bmy21|nmdc:dobj-11-hj3sc947	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_031-M-20160718-COMP-DNA1
nmdc:omprc-11-f6jz7014		nmdc:ProcessedSample	nmdc:procsm-11-hkwpp932	nmdc:DataObject	nmdc:dobj-11-bk3mte26|nmdc:dobj-11-j0ekjh82	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_007-M-20190620-COMP-DNA1
nmdc:omprc-11-f72cmy96		nmdc:ProcessedSample	nmdc:procsm-11-xwe72m11	nmdc:DataObject	nmdc:dobj-11-hn1wse76|nmdc:dobj-11-pay1j265	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_050-M-20170725-COMP-DNA1
nmdc:omprc-11-f89ttf82		nmdc:ProcessedSample	nmdc:procsm-11-z6868s54	nmdc:DataObject	nmdc:dobj-11-6ank0726|nmdc:dobj-11-sddp2t83	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_004-M-20210525-COMP-DNA1
nmdc:omprc-11-f9n6gw23		nmdc:ProcessedSample	nmdc:procsm-11-byyfkr22	nmdc:DataObject	nmdc:dobj-11-0ynh5k20|nmdc:dobj-11-bxps8e44	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_052-M-20180801-COMP-DNA1
nmdc:omprc-11-f9yhzg39		nmdc:ProcessedSample	nmdc:procsm-11-1pbz4r62	nmdc:DataObject	nmdc:dobj-11-7mk19r96|nmdc:dobj-11-p3ajs056	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STEI_005-M-20160720-COMP-DNA1
nmdc:omprc-11-fab8e775		nmdc:ProcessedSample	nmdc:procsm-11-b0hmb375	nmdc:DataObject	nmdc:dobj-11-7cwgc408|nmdc:dobj-11-9q75m781	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_043-M-20170815-COMP-DNA1
nmdc:omprc-11-fb3x1d72		nmdc:ProcessedSample	nmdc:procsm-11-xnz0s526	nmdc:DataObject	nmdc:dobj-11-0b6nx052|nmdc:dobj-11-yxqhyd78	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_006-M-20200806-COMP-DNA1
nmdc:omprc-11-fd41ja93		nmdc:ProcessedSample	nmdc:procsm-11-gm6gfk46	nmdc:DataObject	nmdc:dobj-11-129va749|nmdc:dobj-11-fpz4pm04	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - RMNP_043-O-20200701-COMP-DNA1
nmdc:omprc-11-fe0aen13		nmdc:ProcessedSample	nmdc:procsm-11-m0js7d18	nmdc:DataObject	nmdc:dobj-11-e0pjaj59|nmdc:dobj-11-t4q37q03	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_002-M-20140910-COMP-DNA1
nmdc:omprc-11-fej06c05		nmdc:ProcessedSample	nmdc:procsm-11-ksc6b419	nmdc:DataObject	nmdc:dobj-11-030tc306|nmdc:dobj-11-wetanf65	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_008-M-20190617-COMP-DNA1
nmdc:omprc-11-fg7r0h25		nmdc:ProcessedSample	nmdc:procsm-11-h8p0dx06	nmdc:DataObject	nmdc:dobj-11-99k2mv49|nmdc:dobj-11-sxvz0915	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_010-O-20200806-COMP-DNA1
nmdc:omprc-11-fhdr8972		nmdc:ProcessedSample	nmdc:procsm-11-px33xw08	nmdc:DataObject	nmdc:dobj-11-8kjs9615|nmdc:dobj-11-mezw1888|nmdc:dobj-11-n88dmt94|nmdc:dobj-11-s9974r49	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - RMNP_002-O-20170807-COMP-DNA1
nmdc:omprc-11-fhy25892		nmdc:ProcessedSample	nmdc:procsm-11-14q45p80	nmdc:DataObject	nmdc:dobj-11-4b63nb41|nmdc:dobj-11-xa1mt036	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_003-O-20200603-COMP-DNA1
nmdc:omprc-11-fkemf578		nmdc:ProcessedSample	nmdc:procsm-11-b8jpjj11	nmdc:DataObject	nmdc:dobj-11-z3m95q79|nmdc:dobj-11-zmn8vx90	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_031-M-20180710-COMP-DNA1
nmdc:omprc-11-fm395k32		nmdc:ProcessedSample	nmdc:procsm-11-69fjnv37	nmdc:DataObject	nmdc:dobj-11-1147cd14|nmdc:dobj-11-d9mw4r79	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - YELL_046-M-20200709-COMP-DNA1
nmdc:omprc-11-fmz29h69		nmdc:ProcessedSample	nmdc:procsm-11-09e8fn27	nmdc:DataObject	nmdc:dobj-11-5a25jn74|nmdc:dobj-11-zhpa5c97	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SOAP_031-M-20180531-COMP-DNA1
nmdc:omprc-11-fnf1nj37		nmdc:ProcessedSample	nmdc:procsm-11-zax1zr12	nmdc:DataObject	nmdc:dobj-11-b898bq25|nmdc:dobj-11-j26sk731	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_044-O-20170711-COMP-DNA1
nmdc:omprc-11-fs8m2j79		nmdc:ProcessedSample	nmdc:procsm-11-y136b140	nmdc:DataObject	nmdc:dobj-11-668mqn88|nmdc:dobj-11-hp3nvr11	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_007-O-20190620-COMP-DNA1
nmdc:omprc-11-fw6y7878		nmdc:ProcessedSample	nmdc:procsm-11-tnej0626	nmdc:DataObject	nmdc:dobj-11-0f5sqg97|nmdc:dobj-11-74j8fw63	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_047-M-20200721-COMP-DNA1
nmdc:omprc-11-g0004z08		nmdc:ProcessedSample	nmdc:procsm-11-fgy2pt73	nmdc:DataObject	nmdc:dobj-11-3kqpp869|nmdc:dobj-11-cggppm54	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_008-M-20160730-COMP-DNA1
nmdc:omprc-11-g02fxj78		nmdc:ProcessedSample	nmdc:procsm-11-tqhp5r37	nmdc:DataObject	nmdc:dobj-11-4bx2vv45|nmdc:dobj-11-yjjrmp96	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_001-M-20210630-COMP-DNA1
nmdc:omprc-11-g0hemw41		nmdc:ProcessedSample	nmdc:procsm-11-aberfa14	nmdc:DataObject	nmdc:dobj-11-ry4svs88|nmdc:dobj-11-xcz9rb69	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - YELL_002-M-20180711-COMP-DNA1
nmdc:omprc-11-g0wxtd02		nmdc:ProcessedSample	nmdc:procsm-11-4pa4c988	nmdc:DataObject	nmdc:dobj-11-67c78209|nmdc:dobj-11-vav4q234	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CLBJ_040-M-20180411-COMP-DNA1
nmdc:omprc-11-g2pf4p18		nmdc:ProcessedSample	nmdc:procsm-11-kyhc6j53	nmdc:DataObject	nmdc:dobj-11-47091479|nmdc:dobj-11-wrgw0n76	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_003-O-20180723-COMP-DNA1
nmdc:omprc-11-g4fz6d48		nmdc:ProcessedSample	nmdc:procsm-11-dj2fxe39	nmdc:DataObject	nmdc:dobj-11-8z2yxg55|nmdc:dobj-11-zka0dk50	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STEI_059-M-20160720-COMP-DNA1
nmdc:omprc-11-g4jb6a64		nmdc:ProcessedSample	nmdc:procsm-11-fy7t6j34	nmdc:DataObject	nmdc:dobj-11-288p0520|nmdc:dobj-11-m8ysnh39|nmdc:dobj-11-qxs93v13|nmdc:dobj-11-rv7rdz46	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_005-O-20170721-COMP-DNA1
nmdc:omprc-11-g4zw0752		nmdc:ProcessedSample	nmdc:procsm-11-b3emar86	nmdc:DataObject	nmdc:dobj-11-k1m0na04|nmdc:dobj-11-n6bbnj59	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_048-M-20180220-COMP-DNA1
nmdc:omprc-11-g6mpn339		nmdc:ProcessedSample	nmdc:procsm-11-yr1c0h39	nmdc:DataObject	nmdc:dobj-11-9aa5jk51|nmdc:dobj-11-xt6gk950	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_006-M-20140910-COMP-DNA1
nmdc:omprc-11-g704qa92		nmdc:ProcessedSample	nmdc:procsm-11-jkk4n166	nmdc:DataObject	nmdc:dobj-11-7dnrbk16|nmdc:dobj-11-krjqxq90	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_047-M-20190617-COMP-DNA1
nmdc:omprc-11-g8skkp21		nmdc:ProcessedSample	nmdc:procsm-11-v9szgs53	nmdc:DataObject	nmdc:dobj-11-dgjs8s41|nmdc:dobj-11-vcep2342	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_006-M-20200709-COMP-DNA1
nmdc:omprc-11-gb3rvx90		nmdc:ProcessedSample	nmdc:procsm-11-0z17jw43	nmdc:DataObject	nmdc:dobj-11-2z1d2121|nmdc:dobj-11-apccn621	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SERC_003-M-20170711-COMP-DNA1
nmdc:omprc-11-gd9mwa17		nmdc:ProcessedSample	nmdc:procsm-11-3vz1v781	nmdc:DataObject	nmdc:dobj-11-4evq4904|nmdc:dobj-11-4nxe6018	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_004-M-20190312-COMP-DNA1
nmdc:omprc-11-ge9eef69		nmdc:ProcessedSample	nmdc:procsm-11-ct90kq41	nmdc:DataObject	nmdc:dobj-11-c99brn31|nmdc:dobj-11-cr18p070	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_047-M-20170815-COMP-DNA1
nmdc:omprc-11-gfvyvw54		nmdc:ProcessedSample	nmdc:procsm-11-6z03cv88	nmdc:DataObject	nmdc:dobj-11-nsgayp49|nmdc:dobj-11-q6a2yy90	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_006-M-20200720-COMP-DNA1
nmdc:omprc-11-gfz34h95		nmdc:ProcessedSample	nmdc:procsm-11-j47exb83	nmdc:DataObject	nmdc:dobj-11-ht8rsz88|nmdc:dobj-11-qhmcav62	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_001-O-20140516-COMP-DNA1
nmdc:omprc-11-gjy9qr80		nmdc:ProcessedSample	nmdc:procsm-11-yke96z20	nmdc:DataObject	nmdc:dobj-11-8gfq1q75|nmdc:dobj-11-mddkvd21	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_003-O-20170619-COMP-DNA1
nmdc:omprc-11-gm1dzx54		nmdc:ProcessedSample	nmdc:procsm-11-6989hr55	nmdc:DataObject	nmdc:dobj-11-fyqc2m52|nmdc:dobj-11-jh18ay33	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_005-M-20200805-COMP-DNA1
nmdc:omprc-11-gmap8k59		nmdc:ProcessedSample	nmdc:procsm-11-jy0pz886	nmdc:DataObject	nmdc:dobj-11-0f9fma08|nmdc:dobj-11-91qse347|nmdc:dobj-11-d4pfac97|nmdc:dobj-11-j9t71e79	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_001-M-20160823-COMP-DNA1
nmdc:omprc-11-gmc8vw02		nmdc:ProcessedSample	nmdc:procsm-11-5e9fw482	nmdc:DataObject	nmdc:dobj-11-npc3nt30|nmdc:dobj-11-pwgppj98	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_027-M-20190614-COMP-DNA1
nmdc:omprc-11-gn0n7883		nmdc:ProcessedSample	nmdc:procsm-11-9jgzjt72	nmdc:DataObject	nmdc:dobj-11-a2bvg917|nmdc:dobj-11-e3d45d51	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_005-M-20190617-COMP-DNA1
nmdc:omprc-11-gp94nm82		nmdc:ProcessedSample	nmdc:procsm-11-hvd2he67	nmdc:DataObject	nmdc:dobj-11-99na7v12|nmdc:dobj-11-x7z6vd60	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_003-M-20160718-COMP-DNA1
nmdc:omprc-11-gq5g2a49		nmdc:ProcessedSample	nmdc:procsm-11-vfz47053	nmdc:DataObject	nmdc:dobj-11-b7tgyc08|nmdc:dobj-11-gg428h46	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_003-M-20210301-COMP-DNA1
nmdc:omprc-11-gw1hme72		nmdc:ProcessedSample	nmdc:procsm-11-at7m4d91	nmdc:DataObject	nmdc:dobj-11-aapmms05|nmdc:dobj-11-d1wya506	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_049-M-20200721-COMP-DNA1
nmdc:omprc-11-gw94w914		nmdc:ProcessedSample	nmdc:procsm-11-93wjnk16	nmdc:DataObject	nmdc:dobj-11-72enaj33|nmdc:dobj-11-84meng23	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_043-M-20180724-COMP-DNA1
